imo;speed 0.0 - 0.5;speed 0.5 - 1.0;speed 1.0 - 1.5;speed 1.5 - 2.0;speed 2.0 - 2.5;speed 2.5 - 3.0;speed 3.0 - 3.5;speed 3.5 - 4.0;speed 4.0 - 4.5;speed 4.5 - 5.0;speed 5.0 - 5.5;speed 5.5 - 6.0;speed 6.0 - 6.5;speed 6.5 - 7.0;speed 7.0 - 7.5;speed 7.5 - 8.0;speed 8.0 - 8.5;speed 8.5 - 9.0;speed 9.0 - 9.5;speed 9.5 - 10.0;speed 10.0 - 10.5;speed 10.5 - 11.0;speed 11.0 - 11.5;speed 11.5 - 12.0;speed 12.0 - 12.5;speed 12.5 - 13.0;speed 13.0 - 13.5;speed 13.5 - 14.0;speed 14.0 - 14.5;speed 14.5 - 15.0;speed 15.0 - 15.5;speed 15.5 - 16.0;speed 16.0 - 16.5;speed 16.5 - 17.0;speed 17.0 - 17.5;speed 17.5 - 18.0;speed 18.0 - 18.5;speed 18.5 - 19.0;speed 19.0 - 19.5;speed 19.5 - 20.0;speed 20.0 - 20.5;speed 20.5 - 21.0;speed 21.0 - 21.5;speed 21.5 - 22.0;speed 22.0 - 22.5;speed 22.5 - 23.0;speed 23.0 - 23.5;speed 23.5 - 24.0;speed 24.0 - 24.5;speed 24.5 - 25.0;speed 25.0 - 25.5;speed 25.5 - 26.0;speed 26.0 - 26.5;speed 26.5 - 27.0;speed 27.0 - 27.5;speed 27.5 - 28.0;speed 28.0 - 28.5;speed 28.5 - 29.0;speed 29.0 - 29.5;speed 29.5 - 30.0;speed >30.0
6508965;0.8589;0.0226;0.0103;0.0079;0.0067;0.008;0.0044;0.0051;0.0039;0.0061;0.0064;0.0045;0.0038;0.0036;0.0018;0.0023;0.0032;0.0014;0.0026;0.0018;0.0024;0.0026;0.0026;0.0017;0.0014;0.0014;0.0018;0.0017;0.0051;0.0056;0.0041;0.0026;0.0015;0.0003;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6464177;0.6706;0.014;0.0054;0.0068;0.0041;0.0023;0.0063;0.0054;0.0054;0.005;0.0054;0.0077;0.0054;0.009;0.0113;0.0136;0.0131;0.0059;0.005;0.0104;0.009;0.0059;0.01;0.0118;0.0077;0.0145;0.0285;0.0457;0.0226;0.0104;0.0086;0.0023;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0014;0;0;0;0;0.0005;0.0005;0;0.0005;0.0077
6456330;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6473989;0.751;0.0048;0.0033;0;0.001;0.001;0;0.0005;0;0;0.0005;0;0.0005;0;0.0005;0.0019;0;0;0.0019;0.001;0;0.0005;0.0014;0.0081;0.0143;0.0086;0.0277;0.0157;0.0262;0.021;0.0448;0.0262;0.0234;0.011;0.0033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6426663;0.9818;0.0011;0;0.0003;0.0014;0.0033;0.0003;0.0008;0.0008;0.0025;0.0025;0.0022;0.0011;0.0006;0.0003;0.0003;0.0003;0.0003;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6490093;0.5795;0.0066;0.0048;0.0025;0.0034;0.0037;0.0032;0.0041;0.006;0.0048;0.0067;0.0082;0.0085;0.0133;0.0151;0.0252;0.0509;0.1205;0.0986;0.0284;0.0055;0.0005;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6453459;0.2165;0.0041;0.0016;0.0008;0.0006;0.0009;0.0005;0.0009;0.001;0.003;0.0034;0.0101;0.0038;0.0085;0.0083;0.0246;0.0141;0.0419;0.0085;0.0205;0.0074;0.0206;0.0073;0.0101;0.0044;0.0119;0.0096;0.024;0.0137;0.0414;0.0258;0.0744;0.0353;0.0849;0.0388;0.1027;0.0393;0.0483;0.0096;0.0113;0.0031;0.002;0.0003;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6453460;0.2272;0.0112;0.0031;0.0043;0.0011;0.0026;0.0023;0.0019;0.0015;0.0015;0.0009;0.0011;0.0019;0.0107;0.008;0.0294;0.0177;0.0479;0.0198;0.0301;0.0053;0.0158;0.0064;0.0168;0.0085;0.0193;0.0064;0.0196;0.0114;0.0429;0.029;0.0768;0.0366;0.0799;0.0383;0.0706;0.0228;0.0379;0.0138;0.0123;0.0024;0.0015;0.0005;0.0004;0.0005;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6477134;0.5677;0.0059;0.0066;0.0067;0.004;0.0076;0.005;0.0062;0.0062;0.0054;0.0056;0.006;0.0092;0.0097;0.0097;0.0122;0.0152;0.0219;0.0309;0.0378;0.0424;0.0487;0.0467;0.0341;0.0229;0.0139;0.0072;0.004;0.0003;0.0001;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6468896;0.9323;0.0075;0.0095;0.0112;0.014;0.0088;0.0057;0.0041;0.0019;0.0005;0.0012;0.0005;0.0004;0;0.0003;0.0003;0;0;0.0001;0.0001;0.0005;0.0004;0.0001;0.0004;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6468904;0.9277;0.0095;0.0104;0.0173;0.0121;0.0081;0.0059;0.0021;0.0015;0.0004;0.0002;0.0004;0;0.0002;0.0001;0.0001;0.0008;0.0001;0.0005;0.0008;0.0001;0.0001;0;0.0005;0.0006;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6490094;0.7113;0.0043;0.0042;0.0037;0.0023;0.0026;0.0049;0.0036;0.0023;0.0036;0.0032;0.0036;0.0039;0.0049;0.0097;0.0125;0.0232;0.0368;0.0833;0.0624;0.0134;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6469790;0.8608;0.0203;0.0107;0.0096;0.0048;0.009;0.0096;0.0115;0.0126;0.0073;0.0048;0.0023;0.0018;0.0015;0.0021;0.0044;0.0041;0.0096;0.0035;0.0065;0.0012;0.0018;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6461871;0.2487;0.0018;0.0016;0.0019;0.0036;0.0036;0.006;0.0045;0.0065;0.0063;0.005;0.0049;0.0087;0.0134;0.0325;0.0573;0.0789;0.0716;0.1017;0.0961;0.0641;0.0505;0.0549;0.0472;0.0208;0.0054;0.0011;0.0011;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6463958;0.7888;0.028;0.0097;0.0053;0.0046;0.0047;0.0046;0.005;0.0047;0.0046;0.0044;0.0042;0.0039;0.004;0.0051;0.0063;0.0124;0.0166;0.0289;0.0168;0.011;0.0099;0.0086;0.0024;0.0025;0.0011;0.0013;0.0001;0.0002;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6465777;0.9897;0.0039;0.0001;0.0001;0.0001;0.0001;0;0.0004;0.0006;0.0006;0.0005;0.0001;0.0002;0.0013;0.0021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6455051;0.1661;0.027;0.0239;0.0161;0.0116;0.0101;0.0076;0.0052;0.0041;0.0066;0.0186;0.0182;0.026;0.0157;0.0144;0.0163;0.0144;0.0175;0.0279;0.0309;0.0245;0.0179;0.019;0.0182;0.0171;0.0239;0.0225;0.0202;0.0223;0.0365;0.0417;0.0355;0.0301;0.0388;0.0373;0.0359;0.0332;0.0293;0.0142;0.0029;0.0008;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6455059;0.1356;0.0236;0.0071;0.004;0.0024;0.0018;0.0014;0.0014;0.0011;0.0011;0.0016;0.0016;0.0021;0.0024;0.0013;0.0027;0.0037;0.0066;0.0075;0.0062;0.004;0.0051;0.0064;0.0122;0.0176;0.0226;0.0383;0.0373;0.0386;0.0449;0.0534;0.0862;0.116;0.092;0.0864;0.0606;0.0312;0.021;0.008;0.0018;0.0005;0.0005;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6455060;0.0647;0.0016;0.0018;0.0045;0.0028;0.0011;0.0011;0.001;0.0013;0.0018;0.0027;0.0031;0.0038;0.0062;0.0062;0.0034;0.0014;0.0014;0.0013;0.0024;0.0037;0.0034;0.0065;0.0095;0.0145;0.0106;0.0212;0.0328;0.0479;0.0606;0.0666;0.076;0.0767;0.0767;0.108;0.1041;0.0806;0.0469;0.026;0.0095;0.0035;0.0014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6455070;0.1003;0.0147;0.0129;0.0073;0.0036;0.0034;0.0028;0.0036;0.0051;0.003;0.0035;0.0043;0.0065;0.0059;0.0073;0.0051;0.005;0.0043;0.0048;0.0047;0.007;0.0078;0.0128;0.0157;0.0157;0.0203;0.03;0.0294;0.0398;0.0574;0.0678;0.0624;0.0585;0.0617;0.0608;0.0593;0.0524;0.0498;0.0344;0.0315;0.0113;0.0038;0.0016;0.0007;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6454941;0.619;0.0845;0.0516;0.0338;0.0194;0.0109;0.0075;0.0049;0.003;0.0038;0.0028;0.0081;0.013;0.0136;0.0129;0.0194;0.0103;0.0093;0.0071;0.0117;0.009;0.0099;0.0053;0.0034;0.0055;0.0064;0.0044;0.0035;0.0035;0.0022;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6454949;0.5657;0.1023;0.1066;0.076;0.0434;0.0256;0.0189;0.0135;0.017;0.012;0.0048;0.0011;0.0006;0.0001;0.0004;0.0007;0.0005;0.001;0.0015;0.001;0.0006;0.0006;0.0006;0.0016;0.0017;0.0015;0.0007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6490265;0.8919;0.0378;0.0168;0.0146;0.0091;0.005;0.0037;0.0033;0.0022;0.0038;0.004;0.0026;0.0022;0.001;0.0004;0.0004;0.001;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6438825;0.1351;0.0099;0.0103;0.0061;0.0061;0.0066;0.0072;0.0052;0.0044;0.0035;0.0035;0.0022;0.0062;0.0081;0.0111;0.0112;0.0167;0.0108;0.0146;0.01;0.0103;0.0176;0.0363;0.0372;0.0329;0.0238;0.0245;0.0263;0.0322;0.0369;0.0477;0.0545;0.0588;0.0526;0.0549;0.0348;0.0266;0.0381;0.0402;0.0195;0.0021;0.0024;0.0009;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6356365;0.4235;0.0053;0.0042;0.0032;0.0023;0.0031;0.003;0.0038;0.0039;0.0039;0.0051;0.0046;0.0059;0.0098;0.0104;0.0194;0.0344;0.0543;0.0674;0.0872;0.0938;0.064;0.0439;0.029;0.0063;0.0053;0.0024;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0
6438827;0.1178;0.0056;0.0073;0.0057;0.0043;0.0041;0.0062;0.0056;0.0043;0.003;0.0022;0.0054;0.0046;0.0049;0.0046;0.0035;0.0065;0.007;0.0138;0.0211;0.0157;0.0114;0.0105;0.011;0.011;0.021;0.0227;0.0327;0.0356;0.0357;0.0362;0.0372;0.0656;0.0535;0.0551;0.0502;0.0394;0.0646;0.0772;0.0448;0.0181;0.0086;0.0032;0.0016;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6464490;0;0;0;0.2;0.3;0;0;0.1;0;0;0.2;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5763871;0.7906;0.0126;0.0031;0.0016;0.0021;0.003;0.0025;0.0029;0.0038;0.003;0.003;0.0016;0.0033;0.0039;0.0065;0.0107;0.0185;0.0208;0.0256;0.0359;0.0273;0.0112;0.0031;0.0014;0.0013;0.0007;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6469119;0.6892;0.0617;0.0196;0.008;0.0051;0.0043;0.0047;0.0034;0.0042;0.0023;0.0029;0.0031;0.0033;0.0065;0.0071;0.0077;0.0114;0.0167;0.0219;0.0342;0.0391;0.0207;0.0109;0.0075;0.0027;0.0012;0.0004;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6461335;0.0607;0.0017;0.0006;0.0013;0.0013;0.0006;0.0007;0.0013;0.0007;0.0011;0.0017;0.0014;0.0021;0.0043;0.0084;0.0125;0.0146;0.0083;0.0135;0.0067;0.0076;0.0107;0.0146;0.0182;0.0306;0.0345;0.0424;0.0341;0.0547;0.0553;0.066;0.0652;0.0586;0.0821;0.0948;0.0788;0.051;0.0432;0.0109;0.0021;0.0007;0.0001;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6461343;0.0871;0.0017;0.0008;0.0005;0.0008;0.0005;0.0003;0.0005;0.0004;0.0005;0.0008;0.0015;0.0008;0.0016;0.0016;0.0009;0.0028;0.0019;0.0024;0.0059;0.0073;0.0125;0.0161;0.0263;0.0284;0.0367;0.0363;0.0437;0.0423;0.0531;0.0704;0.0731;0.089;0.1054;0.0886;0.0952;0.0511;0.0099;0.0009;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6465838;0.8075;0.0034;0.0014;0.0014;0.0019;0.0014;0.0002;0.0012;0.0012;0.0031;0.0012;0.0007;0.0007;0.0022;0.0017;0.0017;0.0031;0.0031;0.0012;0.0022;0.0022;0.0043;0.0055;0.0074;0.012;0.0084;0.0175;0.0218;0.0328;0.0192;0.0209;0.0036;0.0031;0.0005;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6468503;0.9037;0.0167;0.0035;0.0017;0.002;0.0007;0.0013;0.001;0.0015;0.001;0.0006;0.0016;0.0013;0.0015;0.0006;0.001;0.0015;0.0013;0.0034;0.0063;0.0096;0.0244;0.0083;0.0022;0.0013;0.0011;0;0.0005;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6468511;0.8951;0.0105;0.0034;0.0017;0.002;0.0011;0.0011;0.0015;0.0007;0.0018;0.0016;0.0016;0.002;0.001;0.0017;0.0024;0.0021;0.0038;0.0034;0.0096;0.0126;0.0187;0.0096;0.0072;0.0023;0.0009;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6462479;0.5226;0.0387;0.0226;0.0355;0.0323;0.0323;0.0258;0.0226;0.0097;0.0129;0.0032;0.0097;0.0032;0.0032;0.0194;0.0032;0;0;0.0065;0.0161;0.0129;0.0032;0.0097;0.0194;0.0097;0.0194;0.0129;0.0129;0.0032;0.0065;0.0065;0.0161;0.0161;0.0129;0.0065;0.0065;0.0065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6473919;0.8732;0.0121;0.0024;0.0018;0.0015;0.0021;0.0012;0.0021;0.0021;0.0017;0.0017;0.0018;0.0013;0.0011;0.002;0.002;0.0023;0.0056;0.0063;0.0078;0.0153;0.0277;0.0121;0.0102;0.0022;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6469419;0.9704;0.0188;0.0027;0.0032;0.0015;0.0024;0.0009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6488985;0.9227;0.0034;0.0054;0.0018;0.0013;0.0013;0.0008;0.0013;0.0013;0.0005;0.0003;0.0008;0.0005;0.0003;0.0013;0.0013;0.001;0.0021;0.0015;0.0031;0.0013;0.0031;0.0039;0.0046;0.0031;0.0036;0.008;0.0064;0.0088;0.0041;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6476307;0.9275;0.0008;0.0011;0.0009;0.0011;0.0011;0.0018;0.0014;0.0011;0.0009;0.0002;0.0008;0.0008;0.0005;0.0003;0.0005;0.0005;0.0002;0.0006;0.0015;0.0014;0.0021;0.0017;0.0032;0.0008;0.0027;0.002;0.0054;0.0039;0.0057;0.0056;0.0069;0.0075;0.0051;0.0009;0;0.0002;0.0005;0.0003;0.0003;0.0003;0.0006;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6464864;0.0769;0.0401;0.0616;0.0263;0.0114;0.0063;0.0053;0.0056;0.0047;0.0047;0.0063;0.0065;0.006;0.006;0.0098;0.01;0.025;0.0341;0.0508;0.0765;0.1146;0.1363;0.1557;0.0702;0.0337;0.0091;0.0062;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6464867;0.4094;0.0776;0.0594;0.031;0.0124;0.0046;0.0048;0.0055;0.0045;0.0045;0.0043;0.0053;0.0095;0.011;0.0164;0.0236;0.0344;0.0405;0.0485;0.0572;0.0649;0.053;0.0124;0.0021;0.0015;0.0017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6473979;0.8837;0.0163;0.0028;0.0032;0.0027;0.0019;0.0011;0.0019;0.0016;0.0018;0.0019;0.002;0.001;0.001;0.0011;0.001;0.0013;0.0028;0.0033;0.0105;0.0101;0.0152;0.0086;0.0119;0.0058;0.0042;0.0013;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6473920;0.8486;0.0393;0.0048;0.0033;0.0031;0.0016;0.0016;0.0023;0.0016;0.002;0.002;0.0018;0.0011;0.0023;0.0018;0.0013;0.0007;0.0028;0.0033;0.008;0.0154;0.0269;0.0125;0.0071;0.0032;0.001;0.0005;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6482523;0.1871;0.0093;0.0081;0.0054;0.0095;0.0169;0.024;0.033;0.0445;0.0413;0.0746;0.0888;0.1409;0.0702;0.0893;0.0575;0.0685;0.0223;0.0086;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6468810;0.2437;0.0462;0.0755;0.102;0.1115;0.1086;0.0916;0.0695;0.0525;0.0329;0.0214;0.0126;0.0083;0.0056;0.0048;0.0042;0.0018;0.0023;0.001;0.001;0.001;0.0003;0.0003;0;0.0004;0;0;0.0004;0.0003;0.0001;0;0;0.0001;0.0001;0.0001;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6467747;0.7349;0.0026;0.0006;0.0011;0.0009;0.0013;0.0019;0.0009;0.0032;0.0006;0.0019;0.0036;0.0034;0.016;0.0215;0.05;0.0598;0.0634;0.0102;0.0143;0.0015;0.0025;0.0015;0.0021;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6476143;0.8161;0.0276;0.0247;0.0249;0.0173;0.0156;0.0113;0.0067;0.0038;0.0046;0.0017;0.0019;0.0019;0.0023;0.0051;0.0054;0.0037;0.0045;0.0041;0.0038;0.0032;0.004;0.0022;0.0018;0.0007;0.0006;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6474165;0.5024;0.0149;0.0082;0.0063;0.008;0.0065;0.0073;0.0034;0.0078;0.0088;0.0106;0.0166;0.0222;0.031;0.0315;0.0481;0.0692;0.0914;0.069;0.0239;0.0054;0.0041;0.0019;0.0011;0.0004;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6479282;0.5101;0.0066;0.0102;0.0043;0.005;0.0068;0.0071;0.0064;0.0077;0.0111;0.0207;0.0305;0.0287;0.0305;0.0448;0.071;0.083;0.0746;0.0307;0.0082;0.0005;0.0011;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6486388;0.4242;0.0236;0.0079;0.0066;0.0068;0.0056;0.0039;0.0039;0.0064;0.0068;0.0064;0.0085;0.0169;0.019;0.0364;0.0684;0.1116;0.126;0.0665;0.0258;0.0107;0.0056;0.0019;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6486396;0.5913;0.0141;0.0041;0.0021;0.0023;0.0032;0.0047;0.0066;0.0058;0.0036;0.007;0.0092;0.01;0.0109;0.0158;0.0298;0.0648;0.0872;0.0684;0.0326;0.0173;0.006;0.0017;0.0009;0.0004;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6497147;0.58;0.0107;0.0056;0.0058;0.0035;0.0042;0.0042;0.0063;0.0046;0.0044;0.0102;0.0174;0.0195;0.0232;0.0253;0.0454;0.0369;0.0573;0.0573;0.0505;0.0199;0.0051;0.0021;0.0002;0.0002;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6480021;0.8284;0.0096;0.0066;0.0068;0.0057;0.0068;0.0039;0.0099;0.0076;0.012;0.0074;0.0088;0.006;0.0222;0.0132;0.0283;0.0072;0.0079;0.0009;0.0003;0.0002;0.0002;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6477142;0.5523;0.0135;0.0065;0.0087;0.0051;0.006;0.0076;0.0074;0.0074;0.0067;0.0081;0.0064;0.0067;0.0071;0.0086;0.0089;0.0138;0.0192;0.0253;0.0314;0.0397;0.0399;0.0458;0.0414;0.0285;0.0232;0.0128;0.0065;0.0045;0.001;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6478864;0.4747;0.007;0.0088;0.0094;0.0116;0.0342;0.0652;0.0771;0.0423;0.0157;0.0079;0.0043;0.0045;0.0059;0.0045;0.0067;0.0054;0.0099;0.0109;0.0176;0.0185;0.0275;0.025;0.0387;0.0299;0.0211;0.0116;0.0027;0.0015;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6478867;0.4847;0.0079;0.0112;0.0108;0.0117;0.0433;0.0637;0.0586;0.0345;0.0148;0.0075;0.0073;0.0047;0.0038;0.0058;0.0048;0.0051;0.0047;0.0078;0.012;0.0143;0.026;0.0288;0.0478;0.0359;0.0257;0.0127;0.0034;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6495807;0.3901;0.0079;0.0018;0.0009;0.0005;0.001;0.0002;0.0007;0.0013;0.0028;0.0031;0.0079;0.0068;0.0195;0.0239;0.0514;0.0426;0.0711;0.037;0.043;0.0377;0.07;0.0525;0.061;0.0337;0.0158;0.0076;0.0027;0.0026;0.0017;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6465169;0.2303;0.0041;0.0024;0.0022;0.0022;0.0026;0.0029;0.0024;0.0027;0.0021;0.0023;0.003;0.0023;0.0032;0.0023;0.0027;0.0039;0.006;0.0056;0.0126;0.0078;0.0095;0.005;0.0117;0.0095;0.0102;0.0083;0.0102;0.014;0.0182;0.0236;0.0275;0.0236;0.0353;0.0442;0.0503;0.0545;0.0484;0.0375;0.052;0.0648;0.0599;0.0372;0.0213;0.0126;0.0039;0.0005;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0
6471844;0.965;0.0028;0.0004;0.0006;0.0001;0.0003;0.001;0.0058;0.0022;0.0096;0.0059;0.005;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6497988;0.994;0.003;0;0;0;0;0;0;0;0;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6473565;0.9823;0.0162;0.0012;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6460097;0.0636;0.0029;0.0013;0.0015;0.0015;0.0012;0.0007;0.0007;0.0004;0.0007;0.0007;0.0012;0.0009;0.0007;0.0013;0.0019;0.0009;0.0017;0.003;0.0046;0.0112;0.0163;0.0208;0.0351;0.0452;0.045;0.0279;0.0155;0.0254;0.0453;0.0418;0.0417;0.0418;0.042;0.0529;0.0998;0.1137;0.1022;0.055;0.0234;0.0054;0.0009;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6460105;0.0731;0.0028;0.002;0.002;0.0005;0.0005;0.0005;0.0008;0.0011;0.0005;0.0004;0.0008;0.0005;0.0011;0.0011;0.0012;0.0028;0.0032;0.0064;0.0068;0.0064;0.0093;0.0144;0.0196;0.0248;0.0375;0.0455;0.0483;0.0387;0.0582;0.0769;0.0445;0.0364;0.0404;0.042;0.0585;0.1037;0.1018;0.059;0.0184;0.0039;0.0016;0.0008;0.0004;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
